,STATIONS_ID;MESS_DATUM;QN_3;  FX;  FM;QN_4; RSK;RSKF; SDK;SHK_TAG;  NM; VPM;  PM; TMK; UPM; TXK; TNK; TGK;eor
4366,       4336;19621215;    5;  23.9;   7.7;    5;  22.7;   1;    0.000;   0;   8.0;   8.5;  956.20;    5.9;   98.00;    9.4;   -0.4; 
4367,       4336;19621216;    5;  27.8;   8.4;    5;   0.6;   1;    0.000;   0;   7.3;   6.9;  952.20;    3.6;   86.00;    9.6;    2.4; 
4368,       4336;19621217;    5;  12.9;   4.5;    5;   0.5;   8;    2.700;   0;   6.3;   6.3;  964.30;    2.0;   88.00;    3.6;    1.3; 
4369,       4336;19621218;    5;  14.5;   4.3;    5;   9.9;   8;    0.000;   0;   8.0;   7.1;  960.40;    2.8;   95.00;    4.7;    0.0; 
4370,       4336;19621219;    5;  13.4;   3.7;    5;   2.0;   7;    0.200;   2;   7.7;   6.1;  967.20;    0.4;   96.00;    3.1;   -0.3; 
4371,       4336;19621220;    5;  13.0;   2.4;    5;   5.0;   8;    0.000;   3;   7.7;   6.1;  976.70;    0.8;   94.00;    1.7;   -0.9; 
4372,       4336;19621221;    5;  14.0;   4.9;    5;   0.3;   8;    0.000;   2;   8.0;   7.5;  968.40;    3.9;   94.00;    5.5;   -0.3; 
4373,       4336;19621222;    5;  16.3;   5.6;    5;   0.0;   7;    3.200;   0;   6.3;   3.7;  988.70;   -5.3;   81.00;    4.6;   -8.3; 
4374,       4336;19621223;    5;  21.0;   8.0;    5;   0.0;   0;    7.100;   0;   3.0;   1.6;  994.20;  -11.5;   67.00;   -8.3;  -14.1; 
4375,       4336;19621224;    5;  20.0;   8.2;    5;   0.0;   7;    5.600;   0;   3.0;   1.9;  989.00;  -10.0;   67.00;   -7.6;  -12.6; 
4376,       4336;19621225;    5;  15.6;   4.8;    5;   0.0;   7;    1.300;   0;   5.0;   2.0;  982.30;  -11.0;   76.00;   -9.4;  -12.0; 
4377,       4336;19621226;    5;   7.9;   1.7;    5;   0.1;   7;    0.000;   1;   8.0;   2.1;  973.80;  -10.8;   82.00;  -10.0;  -13.8; 
4378,       4336;19621227;    5;   6.1;   2.2;    5;   0.0;   7;    0.000;   1;   5.0;   2.3;  971.00;  -11.0;   84.00;   -9.3;  -12.0; 
4379,       4336;19621228;    5;   9.0;   4.2;    5;   0.0;   0;    5.800;   1;   1.0;   2.3;  967.20;  -10.7;   80.00;   -7.9;  -14.5; 
4380,       4336;19621229;    5;  11.3;   4.8;    5;   0.8;   8;    0.000;   1;   8.0;   2.9;  962.00;   -7.6;   84.00;   -6.3;  -12.0; 
4381,       4336;19621230;    5;  12.5;   4.4;    5;   7.6;   1;    0.000;   1;   8.0;   5.2;  962.30;   -0.7;   92.00;    1.2;   -7.6; 
4382,       4336;19621231;    5;  13.1;   5.2;    5;   0.0;   1;    0.000;   0;   7.7;   5.2;  966.40;   -1.9;   93.00;    1.3;   -3.5; 
4383,       4336;19630101;    5;   7.0;   4.3;    5;   1.2;   7;    0.000;   0;   8.0;   4.4;  969.60;   -4.1;   96.00;   -3.5;   -5.4; 
4384,       4336;19630102;    5;   9.0;   5.4;    5;   0.9;   8;    0.000;   2;   8.0;   4.7;  965.10;   -2.6;   95.00;   -1.7;   -5.0; 
4385,       4336;19630103;    5;   8.5;   5.0;    5;   4.1;   8;    0.000;   1;   8.0;   5.2;  956.70;   -1.5;   96.00;   -1.0;   -3.0; 
4386,       4336;19630104;    5;   8.1;   4.7;    5;   0.4;   8;    0.000;   2;   7.3;   6.3;  960.00;    1.3;   93.00;    2.0;   -1.6; 
4387,       4336;19630105;    5;   9.2;   4.4;    5;   7.4;   1;    0.000;   2;   8.0;   6.8;  957.50;    1.7;   97.00;    4.1;    0.0; 
4388,       4336;19630106;    5;   7.5;   4.1;    5;   0.0;   0;    0.000;   0;   7.3;   5.7;  963.50;    0.6;   90.00;    1.4;   -0.5; 
4389,       4336;19630107;    5;  12.0;   6.3;    5;   0.0;   0;    0.000;   0;   7.3;   4.8;  966.80;   -1.6;   88.00;    0.5;   -2.6; 
4390,       4336;19630108;    5;   5.0;   3.5;    5;   0.3;   7;    0.000;   0;   8.0;   4.8;  974.20;   -1.9;   90.00;   -0.8;   -3.5; 
4391,       4336;19630109;    5;   7.0;   4.2;    5;   0.0;   0;    0.000;   0;   8.0;   4.1;  974.70;   -3.7;   89.00;   -1.9;   -4.3; 
4392,       4336;19630110;    5;  11.8;   6.1;    5;   0.0;   0;    0.600;   0;   6.3;   3.2;  974.80;   -6.4;   83.00;   -4.0;   -7.7; 
4393,       4336;19630111;    5;  14.6;   6.9;    5;   0.0;   7;    4.100;   0;   2.7;   2.4;  976.60;   -9.2;   77.00;   -7.7;  -10.6; 
4394,       4336;19630112;    5;  13.6;   6.7;    5;   0.0;   7;    4.200;   0;   2.3;   2.1;  979.60;  -11.0;   77.00;   -7.6;  -13.0; 
4395,       4336;19630113;    5;   8.9;   2.8;    5;   0.0;   7;    7.200;   0;   0.0;   1.7;  984.20;  -11.8;   72.00;   -7.9;  -16.4; 
4396,       4336;19630114;    5;   9.5;   3.7;    5;   1.7;   7;    0.000;   0;   8.0;   3.5;  980.20;   -5.8;   91.00;   -3.4;  -13.7; 
4397,       4336;19630115;    5;   6.9;   1.7;    5;   1.2;   7;    0.200;   4;   4.7;   3.7;  981.60;   -4.6;   88.00;   -2.9;  -10.4; 
4398,       4336;19630116;    5;  11.2;   3.8;    5;   1.7;   7;    0.000;   5;   8.0;   4.4;  980.20;   -4.4;   94.00;   -2.4;   -6.1; 
4399,       4336;19630117;    5;  14.1;   8.6;    5;   0.0;   0;    7.300;   6;   0.7;   2.3;  986.40;   -9.7;   78.00;   -6.1;  -13.0; 
4400,       4336;19630118;    5;  13.7;   7.0;    5;   0.0;   0;    7.400;   4;   0.0;   2.0;  978.20;  -12.2;   81.00;   -8.5;  -14.4; 
4401,       4336;19630119;    5;  16.8;   8.7;    5;   0.0;   7;    0.100;   4;   5.7;   2.5;  967.60;   -7.5;   73.00;   -5.3;  -13.9; 
4402,       4336;19630120;    5;  12.0;   6.7;    5;   0.0;   0;    0.800;   4;   4.3;   2.4;  975.40;   -6.8;   67.00;   -4.8;   -9.4; 
4403,       4336;19630121;    5;  15.2;   8.5;    5;   0.0;   0;    8.000;   4;   0.0;   2.3;  986.00;   -8.4;   70.00;   -4.8;  -12.0; 
4404,       4336;19630122;    5;  12.7;   5.4;    5;   0.0;   7;    7.800;   3;   2.3;   2.5;  995.80;   -8.6;   78.00;   -5.8;  -11.4; 
4405,       4336;19630123;    5;   6.0;   3.0;    5;   0.0;   7;    4.500;   3;   7.3;   3.3;  996.20;   -6.8;   89.00;   -4.0;   -9.5; 
4406,       4336;19630124;    5;   7.0;   3.3;    5;   0.0;   0;    0.000;   3;   7.7;   3.1;  992.80;   -8.0;   92.00;   -7.1;   -8.7; 
4407,       4336;19630125;    5;   7.4;   2.7;    5;   0.0;   0;    3.700;   3;   0.7;   3.1;  993.00;   -7.1;   86.00;   -3.0;  -11.2; 
4408,       4336;19630126;    5;   8.0;   2.5;    5;   0.4;   7;    0.000;   3;   8.0;   3.5;  989.50;   -6.1;   94.00;   -3.8;  -11.9; 
4409,       4336;19630127;    5;   7.2;   2.8;    5;   0.0;   7;    1.500;   3;   7.7;   4.0;  993.60;   -2.5;   79.00;   -1.5;   -8.2; 
4410,       4336;19630128;    5;   6.6;   1.7;    5;   0.7;   7;    0.000;   3;   7.3;   4.0;  990.60;   -4.1;   90.00;   -1.6;   -7.2; 
4411,       4336;19630129;    5;   7.5;   2.4;    5;   0.5;   7;    4.600;   3;   7.0;   3.9;  983.90;   -4.2;   83.00;   -2.8;   -5.2; 
4412,       4336;19630130;    5;   8.1;   2.8;    5;   0.7;   7;    0.500;   4;   5.3;   2.9;  976.80;   -8.4;   87.00;   -5.2;  -10.3; 
4413,       4336;19630131;    5;   8.2;   3.9;    5;   0.0;   0;    3.200;   5;   3.7;   2.1;  976.00;  -11.1;   79.00;   -7.2;  -15.0; 
4414,       4336;19630201;    5;   9.6;   4.1;    5;   0.0;   0;    2.200;   5;   3.3;   2.1;  970.30;  -10.2;   78.00;   -7.6;  -13.8; 
4415,       4336;19630202;    5;  12.1;   5.8;    5;   0.0;   7;    7.600;   4;   0.3;   2.4;  969.00;   -9.1;   81.00;   -6.0;  -13.6; 
4416,       4336;19630203;    5;   9.5;   2.2;    5;   0.0;   7;    1.300;   4;   5.7;   2.5;  963.20;   -9.0;   79.00;   -6.8;   -9.7; 
4417,       4336;19630204;    5;   5.0;   1.2;    5;   0.0;   0;    4.100;   4;   2.3;   2.4;  962.80;   -9.2;   81.00;   -5.9;  -15.1; 
4418,       4336;19630205;    5;   7.1;   3.5;    5;   0.0;   0;    8.200;   4;   0.0;   2.5;  967.60;   -8.0;   72.00;   -3.5;  -11.7; 
4419,       4336;19630206;    5;   8.8;   4.7;    5;   0.0;   0;    6.600;   3;   3.0;   2.7;  971.90;   -7.0;   75.00;   -2.4;  -13.4; 
4420,       4336;19630207;    5;  10.0;   5.0;    5;   0.1;   8;    0.100;   3;   6.3;   3.1;  970.00;   -3.9;   68.00;   -1.6;   -9.6; 
4421,       4336;19630208;    5;   5.7;   2.2;    5;   0.0;   8;    0.000;   3;   7.7;   5.1;  976.60;   -1.0;   89.00;    1.8;   -2.9; 
4422,       4336;19630209;    5;   8.6;   3.8;    5;   0.0;   0;    0.000;   3;   7.7;   4.9;  973.90;   -1.6;   90.00;   -0.1;   -3.7; 
4423,       4336;19630210;    5;   7.4;   3.9;    5;   0.0;   0;    4.100;   2;   5.0;   4.4;  965.80;   -1.8;   81.00;    1.9;   -5.4; 
4424,       4336;19630211;    5;   8.9;   3.6;    5;   1.0;   7;    0.400;   1;   7.0;   4.4;  959.00;   -2.2;   85.00;   -0.5;   -5.0; 
4425,       4336;19630212;    5;   6.7;   2.1;    5;   2.7;   8;    0.000;   2;   8.0;   5.3;  959.40;   -1.3;   97.00;   -0.1;   -3.3; 
4426,       4336;19630213;    5;   7.3;   3.1;    5;   0.9;   7;    0.000;   6;   8.0;   5.2;  968.00;   -1.4;   94.00;   -0.6;   -2.5; 
4427,       4336;19630214;    5;   6.5;   2.0;    5;   0.0;   7;    0.600;   6;   5.0;   4.5;  967.00;   -2.8;   89.00;    0.5;   -4.1; 
4428,       4336;19630215;    5;   8.1;   3.9;    5;   2.6;   8;    0.000;   5;   8.0;   5.2;  954.40;   -0.6;   91.00;    1.5;   -6.3; 
4429,       4336;19630216;    5;   7.0;   1.6;    5;   2.8;   1;    0.800;   4;   7.3;   6.8;  951.10;    2.8;   91.00;    5.6;    0.2; 
4430,       4336;19630217;    5;   6.7;   2.2;    5;   0.3;   8;    0.000;   2;   8.0;   6.1;  956.70;    0.1;   95.00;    2.1;   -1.1; 
4431,       4336;19630218;    5;   4.9;   1.3;    5;   0.0;   7;    0.000;   0;   6.3;   4.0;  960.80;   -3.0;   80.00;   -1.1;   -4.2; 
4432,       4336;19630219;    5;   8.6;   3.7;    5;   2.3;   8;    0.000;   0;   7.7;   4.3;  955.10;   -3.5;   91.00;   -2.1;   -6.6; 
4433,       4336;19630220;    5;   8.1;   3.7;    5;   3.2;   7;    0.000;   2;   8.0;   4.7;  958.60;   -2.9;   94.00;   -1.7;   -4.4; 
4434,       4336;19630221;    5;   6.8;   2.5;    5;   3.9;   7;    0.000;   7;   8.0;   4.0;  971.90;   -4.7;   92.00;   -3.0;   -5.4; 
4435,       4336;19630222;    5;   5.8;   2.7;    5;   0.0;   0;    5.700;  12;   1.7;   2.8;  978.80;   -7.0;   77.00;   -3.7;   -9.7; 
4436,       4336;19630223;    5;   6.7;   3.4;    5;   0.0;   0;    7.400;   9;   0.0;   2.7;  983.90;   -8.2;   79.00;   -3.8;  -11.7; 
4437,       4336;19630224;    5;   9.0;   4.7;    5;   0.0;   0;    8.800;   9;   0.0;   2.8;  982.30;   -6.9;   76.00;   -2.7;  -13.2; 
4438,       4336;19630225;    5;   9.4;   5.1;    5;   0.0;   0;    8.500;   8;   0.0;   2.5;  985.40;   -5.8;   68.00;   -2.5;  -11.5; 
4439,       4336;19630226;    5;  10.4;   5.5;    5;   0.0;   0;    9.800;   8;   0.0;   3.2;  988.30;   -3.5;   68.00;    1.5;   -8.7; 
4440,       4336;19630227;    5;  15.4;   6.9;    5;   0.0;   0;    9.400;   6;   0.3;   3.3;  990.00;   -2.6;   66.00;    1.5;   -8.3; 
4441,       4336;19630228;    5;  11.1;   5.9;    5;   0.0;   0;   10.200;   5;   0.0;   2.8;  989.80;   -3.5;   58.00;    1.1;   -8.4; 
4442,       4336;19630301;    5;  12.0;   6.3;    5;   0.0;   0;   10.300;   4;   0.0;   2.7;  990.70;   -3.2;   57.00;    1.7;   -8.4; 
4443,       4336;19630302;    5;   9.0;   4.5;    5;   0.0;   0;   10.100;   3;   0.0;   2.7;  990.00;   -2.3;   53.00;    3.2;   -8.1; 
4444,       4336;19630303;    5;   7.3;   3.3;    5;   0.0;   0;   10.300;   2;   2.0;   3.2;  989.10;   -0.5;   54.00;    5.5;   -8.0; 
4445,       4336;19630304;    5;   3.9;   1.4;    5;   0.0;   0;    9.800;   0;   1.3;   4.9;  987.50;    2.7;   67.00;    7.9;   -5.7; 
4446,       4336;19630305;    5;   4.2;   1.1;    5;   0.0;   0;    8.800;   0;   2.7;   5.6;  990.20;    4.7;   68.00;    9.6;   -1.7; 
4447,       4336;19630306;    5;   7.7;   2.5;    5;   0.0;   0;    4.900;   0;   6.3;   4.9;  986.60;    7.2;   49.00;   11.2;    1.5; 
4448,       4336;19630307;    5;  12.0;   4.2;    5;   0.0;   0;    6.900;   0;   4.3;   8.3;  982.30;    8.4;   73.00;   13.1;    4.4; 
4449,       4336;19630308;    5;  10.6;   4.2;    5;   8.7;   1;    6.500;   0;   5.3;   8.0;  973.10;    9.3;   70.00;   13.6;    4.2; 
4450,       4336;19630309;    5;  13.0;   5.4;    5;   6.7;   1;    5.000;   0;   7.0;   7.6;  969.10;    6.9;   76.00;   10.5;    3.4; 
4451,       4336;19630310;    5;  14.2;   6.0;    5;   3.8;   1;    2.300;   0;   7.7;   8.3;  961.00;    5.8;   89.00;    8.6;    4.6; 
4452,       4336;19630311;    5;  11.2;   4.8;    5;   5.4;   1;    2.500;   0;   7.0;   8.0;  957.80;    6.2;   87.00;    9.1;    2.6; 
4453,       4336;19630312;    5;  17.8;   6.9;    5;   1.0;   1;    1.700;   0;   6.0;   7.1;  959.00;    4.2;   85.00;    7.9;    3.9; 
4454,       4336;19630313;    5;  11.0;   4.0;    5;   0.5;   1;    0.500;   0;   5.0;   6.7;  977.90;    2.6;   89.00;    4.9;    1.6; 
4455,       4336;19630314;    5;   7.1;   3.0;    5;   0.5;   1;    1.900;   0;   6.3;   8.5;  977.40;    6.9;   85.00;   11.8;    0.6; 
4456,       4336;19630315;    5;  11.2;   3.4;    5;   2.0;   1;    3.600;   0;   7.3;   8.3;  974.20;    8.0;   75.00;   13.6;    4.1; 
4457,       4336;19630316;    5;   7.9;   2.7;    5;   7.7;   1;    0.000;   0;   8.0;   9.1;  974.20;    7.5;   89.00;   10.6;    3.2; 
4458,       4336;19630317;    5;   7.9;   2.4;    5;   2.1;   1;    7.500;   0;   6.3;   7.9;  980.30;    7.3;   77.00;   12.0;    3.9; 
4459,       4336;19630318;    5;  13.9;   3.5;    5;   6.9;   1;    2.400;   0;   7.7;  10.0;  970.70;    8.5;   89.00;   12.7;    5.7; 
4460,       4336;19630319;    5;  12.5;   4.4;    5;   0.0;   0;    2.400;   0;   6.3;   7.5;  972.80;    6.5;   76.00;    9.2;    5.7; 
4461,       4336;19630320;    5;   8.9;   4.0;    5;   0.1;   1;    0.000;   0;   8.0;   7.3;  963.90;    5.6;   81.00;    7.6;    2.1; 
4462,       4336;19630321;    5;   8.4;   3.9;    5;   0.2;   7;    1.700;   0;   7.7;   7.1;  970.70;    4.4;   82.00;    7.1;    3.3; 
4463,       4336;19630322;    5;  10.9;   3.8;    5;   0.0;   0;    3.100;   0;   4.7;   4.9;  975.10;    1.2;   74.00;    3.8;    0.4; 
4464,       4336;19630323;    5;  11.0;   3.9;    5;   0.0;   0;   10.000;   0;   0.3;   3.9;  985.60;    0.0;   65.00;    3.8;   -3.6; 
4465,       4336;19630324;    5;   6.9;   1.1;    5;   0.0;   0;   10.000;   0;   1.3;   4.5;  986.70;    0.8;   72.00;    6.7;   -4.3; 
4466,       4336;19630325;    5;  13.2;   4.5;    5;   0.7;   8;    5.700;   0;   4.0;   4.5;  978.70;    5.2;   58.00;   10.5;   -4.0; 
4467,       4336;19630326;    5;  16.0;   6.2;    5;  21.8;   8;    0.000;   0;   8.0;   7.7;  964.00;    4.4;   95.00;    7.0;    1.0; 
4468,       4336;19630327;    5;   7.9;   1.6;    5;   0.0;   0;    1.200;   0;   6.0;   7.1;  967.90;    4.7;   82.00;    7.6;    2.4; 
4469,       4336;19630328;    5;   8.1;   2.0;    5;   3.1;   1;    0.300;   0;   7.3;   7.1;  968.00;    5.0;   82.00;    8.8;    1.7; 
4470,       4336;19630329;    5;  12.0;   3.7;    5;   5.7;   1;    2.400;   0;   7.7;   8.1;  964.00;    5.6;   88.00;    9.8;    2.1; 
4471,       4336;19630330;    5;   6.1;   2.4;    5;   0.0;   1;    0.400;   0;   7.7;   6.8;  962.20;    4.9;   79.00;    8.5;    2.3; 
4472,       4336;19630331;    5;   9.9;   3.7;    5;   5.4;   1;    0.000;   0;   8.0;   7.1;  969.00;    3.3;   91.00;    4.7;    1.6; 
4473,       4336;19630401;    5;   7.5;   2.0;    5;   0.0;   1;    0.000;   0;   8.0;   6.9;  979.60;    4.2;   84.00;    5.5;    2.3; 
4474,       4336;19630402;    5;   4.5;   1.9;    5;   0.0;   0;    1.600;   0;   4.3;   6.4;  982.60;    3.0;   83.00;    7.9;    1.0; 
4475,       4336;19630403;    5;   5.5;   2.4;    5;   0.0;   0;   10.700;   0;   0.0;   5.5;  977.60;    4.3;   68.00;    9.4;   -1.6; 
4476,       4336;19630404;    5;   5.5;   1.7;    5;   0.6;   1;    0.400;   0;   7.0;   6.7;  970.70;    3.7;   84.00;    6.5;   -0.2; 
4477,       4336;19630405;    5;   8.5;   4.3;    5;   0.0;   1;    7.200;   0;   5.7;   7.3;  967.60;    8.2;   72.00;   13.1;    1.2; 
4478,       4336;19630406;    5;  15.0;   7.8;    5;   0.0;   0;    4.800;   0;   6.3;   6.8;  964.20;    9.6;   60.00;   14.1;    3.1; 
4479,       4336;19630407;    5;  12.5;   4.0;    5;   0.0;   0;    5.600;   0;   6.0;   8.0;  965.40;   10.0;   65.00;   14.6;    5.5; 
4480,       4336;19630408;    5;   6.5;   2.8;    5;   0.0;   0;    4.800;   0;   4.7;   9.2;  968.30;    9.9;   75.00;   15.4;    5.9; 
4481,       4336;19630409;    5;   8.5;   3.7;    5;   1.8;   1;    0.200;   0;   7.7;   9.5;  961.60;    9.4;   80.00;   13.2;    6.3; 
4482,       4336;19630410;    5;  11.0;   4.3;    5;  11.0;   1;    0.000;   0;   8.0;  10.9;  953.80;    9.6;   89.00;   13.0;    6.6; 
4483,       4336;19630411;    5;   6.5;   1.9;    5;   0.1;   1;    1.000;   0;   6.0;  10.1;  959.10;   10.3;   81.00;   14.3;    7.4; 
4484,       4336;19630412;    5;   6.0;   2.1;    5;   4.9;   1;    0.800;   0;   7.7;   9.7;  970.70;    8.6;   87.00;   11.7;    6.0; 
4485,       4336;19630413;    5;   6.0;   1.4;    5;   0.0;   0;    1.800;   0;   5.3;   7.1;  980.30;    6.3;   75.00;   10.2;    3.5; 
4486,       4336;19630414;    5;   8.0;   2.0;    5;   0.0;   0;   10.500;   0;   2.3;   6.3;  981.00;    7.5;   64.00;   12.5;    1.8; 
4487,       4336;19630415;    5;  12.0;   3.8;    5;   0.0;   1;    0.900;   0;   7.7;   7.1;  972.80;   11.0;   54.00;   15.6;    5.9; 
4488,       4336;19630416;    5;  10.5;   3.3;    5;   0.1;   1;    1.500;   0;   7.7;   9.5;  969.00;   10.4;   74.00;   16.2;    7.0; 
4489,       4336;19630417;    5;  15.0;   3.7;    5;   0.5;   1;    5.100;   0;   6.0;  10.5;  963.40;   11.7;   76.00;   17.2;    6.2; 
4490,       4336;19630418;    5;   8.0;   3.3;    5;   0.0;   0;    8.700;   0;   4.3;   7.9;  967.10;   10.9;   62.00;   15.4;    7.0; 
4491,       4336;19630419;    5;   6.5;   2.5;    5;   0.0;   0;    7.900;   0;   4.0;   8.1;  973.40;   12.6;   58.00;   16.8;    6.5; 
4492,       4336;19630420;    5;   6.0;   1.9;    5;   0.9;   1;   11.000;   0;   2.0;   8.7;  972.40;   14.1;   56.00;   19.8;    6.0; 
4493,       4336;19630421;    5;   9.0;   3.1;    5;   0.1;   1;    4.100;   0;   5.3;   9.2;  973.20;   11.0;   72.00;   15.4;    8.4; 
4494,       4336;19630422;    5;   8.0;   2.0;    5;   0.0;   1;    9.300;   0;   3.0;   7.3;  975.60;   11.7;   56.00;   16.6;    5.9; 
4495,       4336;19630423;    5;   7.5;   3.1;    5;   0.0;   1;    6.800;   0;   7.7;   8.1;  971.80;   14.9;   52.00;   19.2;    5.7; 
4496,       4336;19630424;    5;   9.0;   2.6;    5;   0.1;   1;    5.300;   0;   5.7;  11.2;  975.90;   11.7;   80.00;   16.8;    8.0; 
4497,       4336;19630425;    5;   8.0;   1.2;    5;   2.0;   1;    1.900;   0;   6.7;  11.2;  978.80;   11.8;   82.00;   17.0;    6.9; 
4498,       4336;19630426;    5;   9.5;   4.0;    5;   0.0;   1;    0.000;   0;   7.0;   9.3;  983.20;   10.1;   75.00;   14.2;    7.6; 
4499,       4336;19630427;    5;   7.5;   2.9;    5;   0.0;   0;   11.300;   0;   1.0;   7.2;  985.40;   10.9;   59.00;   15.2;    3.2; 
4500,       4336;19630428;    5;   7.0;   1.2;    5;   0.5;   1;    1.400;   0;   7.7;   9.5;  983.80;   11.0;   72.00;   15.5;    5.9; 
4501,       4336;19630429;    5;   3.5;   0.8;    5;   2.0;   1;    0.000;   0;   8.0;  13.2;  978.30;   13.9;   83.00;   17.0;   10.4; 
4502,       4336;19630430;    5;   6.0;   2.1;    5;   1.1;   1;    2.400;   0;   7.3;   9.9;  977.90;   11.7;   71.00;   14.5;   10.5; 
4503,       4336;19630501;    5;  10.5;   3.4;    5;   5.4;   1;    3.500;   0;   6.0;   8.8;  968.70;   11.5;   68.00;   15.0;    4.1; 
4504,       4336;19630502;    5;  10.4;   2.8;    5;   4.7;   1;    0.000;   0;   7.7;   8.9;  965.20;    7.8;   83.00;   12.2;    6.6; 
4505,       4336;19630503;    5;  10.5;   3.1;    5;   3.6;   1;    6.900;   0;   6.0;   6.8;  970.30;    7.3;   68.00;   11.2;    2.1; 
4506,       4336;19630504;    5;   6.0;   1.7;    5;   0.0;   0;    5.000;   0;   4.3;   6.8;  973.10;    7.4;   67.00;   12.0;    4.0; 
4507,       4336;19630505;    5;   6.2;   1.1;    5;   0.0;   0;    7.000;   0;   4.7;   6.8;  974.40;   10.2;   59.00;   14.0;    1.0; 
4508,       4336;19630506;    5;   8.8;   2.0;    5;   0.0;   0;    4.100;   0;   6.0;   7.9;  977.20;   10.2;   63.00;   14.6;    8.0; 
4509,       4336;19630507;    5;   7.7;   2.4;    5;   0.0;   0;   12.900;   0;   2.0;   8.4;  980.00;   14.8;   53.00;   21.5;    5.8; 
4510,       4336;19630508;    5;   6.6;   1.7;    5;   0.0;   1;   13.000;   0;   1.3;  10.1;  979.10;   17.4;   52.00;   23.4;    9.7; 
4511,       4336;19630509;    5;  11.2;   3.1;    5;   3.0;   1;    0.300;   0;   7.7;  11.6;  976.80;   11.3;   84.00;   17.0;   10.3; 
4512,       4336;19630510;    5;   9.7;   2.8;    5;   2.9;   1;    7.500;   0;   6.7;   9.1;  974.20;   10.2;   75.00;   15.3;    6.4; 
4513,       4336;19630511;    5;  11.5;   3.3;    5;   0.3;   1;    6.800;   0;   5.7;   8.8;  979.40;    8.6;   77.00;   13.5;    6.4; 
4514,       4336;19630512;    5;   6.6;   1.0;    5;   0.0;   0;   13.100;   0;   2.3;   7.7;  984.00;   12.4;   57.00;   17.1;    4.4; 
4515,       4336;19630513;    5;  12.6;   3.1;    5;   3.3;   1;    7.300;   0;   7.0;   9.9;  978.20;   12.5;   68.00;   19.2;    6.8; 
4516,       4336;19630514;    5;   8.4;   2.8;    5;   3.9;   1;    1.600;   0;   7.0;   8.7;  980.30;    9.0;   75.00;   12.4;    6.2; 
4517,       4336;19630515;    5;   9.2;   2.8;    5;   2.4;   1;    2.100;   0;   5.0;   9.3;  973.00;    8.0;   87.00;   11.9;    5.7; 
4518,       4336;19630516;    5;  11.0;   3.1;    5;   0.0;   0;    0.000;   0;   8.0;   9.9;  981.40;    9.6;   83.00;   10.5;    6.4; 
4519,       4336;19630517;    5;   6.8;   1.1;    5;   0.0;   0;    2.200;   0;   7.3;  10.1;  983.10;   11.9;   73.00;   16.3;    8.0; 
4520,       4336;19630518;    5;   9.5;   2.2;    5;   0.7;   1;    9.600;   0;   5.7;   8.9;  980.00;   12.3;   63.00;   16.7;    9.1; 
4521,       4336;19630519;    5;  12.7;   3.2;    5;   0.0;   1;    5.800;   0;   5.0;   7.5;  976.70;    8.5;   67.00;   12.7;    6.6; 
4522,       4336;19630520;    5;   7.5;   1.6;    5;   0.0;   1;    8.000;   0;   3.7;   7.2;  977.20;    8.9;   65.00;   14.3;    3.5; 
4523,       4336;19630521;    5;   8.0;   2.9;    5;   0.2;   1;   10.700;   0;   4.0;   9.5;  973.00;   13.0;   63.00;   18.7;    5.5; 
4524,       4336;19630522;    5;  11.0;   2.7;    5;   8.3;   1;    9.000;   0;   6.3;  12.5;  970.40;   14.3;   76.00;   20.5;    9.5; 
4525,       4336;19630523;    5;   9.1;   2.6;    5;   0.0;   1;    0.100;   0;   8.0;  11.6;  973.40;   10.8;   88.00;   13.0;   10.0; 
4526,       4336;19630524;    5;   6.1;   1.6;    5;   0.0;   0;    3.200;   0;   6.3;   9.2;  979.90;   10.8;   72.00;   14.8;    5.0; 
4527,       4336;19630525;    5;   7.9;   3.8;    5;   0.0;   0;    8.600;   0;   4.3;  11.5;  983.00;   13.0;   77.00;   16.6;    5.3; 
4528,       4336;19630526;    5;   9.8;   3.9;    5;   0.0;   0;    8.200;   0;   2.7;  13.2;  980.60;   15.6;   74.00;   19.8;   11.1; 
4529,       4336;19630527;    5;   7.3;   3.1;    5;   0.0;   0;    3.700;   0;   4.7;  14.3;  980.00;   16.5;   76.00;   21.4;   12.0; 
4530,       4336;19630528;    5;  10.5;   3.3;    5;   0.0;   0;    9.300;   0;   2.3;  14.8;  978.70;   17.7;   74.00;   23.0;   11.0; 
4531,       4336;19630529;    5;  12.6;   4.0;    5;  12.5;   1;    5.700;   0;   6.3;  15.7;  976.80;   17.4;   78.00;   22.8;   12.3; 
4532,       4336;19630530;    5;  12.9;   5.8;    5;   0.0;   0;   14.400;   0;   0.7;  11.1;  976.20;   17.8;   55.00;   23.5;   11.3; 
4533,       4336;19630531;    5;  13.2;   4.8;    5;   0.0;   0;   14.200;   0;   2.3;  11.2;  975.00;   19.6;   50.00;   24.2;   12.0; 
4534,       4336;19630601;    5;  12.8;   6.0;    5;   0.0;   0;   14.100;   0;   1.0;  11.1;  973.50;   17.8;   54.00;   23.2;   12.6; 
4535,       4336;19630602;    5;  12.3;   7.3;    5;   0.0;   0;   14.500;   0;   1.0;   9.7;  972.70;   16.0;   55.00;   20.6;   10.3; 
4536,       4336;19630603;    5;  12.0;   4.9;    5;   0.0;   0;   11.200;   0;   5.3;   9.7;  973.40;   15.8;   55.00;   19.6;    8.1; 
