,STATIONS_ID;MESS_DATUM;QN_3;  FX;  FM;QN_4; RSK;RSKF; SDK;SHK_TAG;  NM; VPM;  PM; TMK; UPM; TXK; TNK; TGK;eor
23912,       4336;20160620;   10;   9.3;   3.2;    3;   9.4;   6;    7.650;   0;   5.6;  13.1;  983.93;   14.3;   81.71;   20.2;    6.7; 
23913,       4336;20160621;   10;   7.7;   3.4;    3;   1.2;   6;    0.450;   0;   7.3;  18.1;  983.72;   17.0;   92.96;   20.0;   14.4; 
23914,       4336;20160622;   10;   6.2;   1.7;    3;   0.0;   0;    6.500;   0;   4.4;  19.4;  985.55;   21.1;   79.42;   26.3;   16.0; 
23915,       4336;20160623;   10;   7.7;   2.8;    3;   0.0;   0;   15.500;   0;   1.0;  21.6;  981.80;   25.4;   68.96;   32.7;   17.0; 
23916,       4336;20160624;   10;   9.9;   3.1;    3;   7.6;   6;   10.883;   0;   2.7;  22.6;  979.93;   24.0;   76.33;   29.0;   20.1; 
23917,       4336;20160625;   10;  14.7;   3.3;    3;  10.9;   6;    1.000;   0;   6.7;  18.3;  978.23;   16.8;   94.50;   20.6;   10.9; 
23918,       4336;20160626;   10;   9.8;   2.9;    3;   0.0;   6;    7.450;   0;   4.3;  13.2;  981.73;   15.3;   78.13;   21.2;   10.0; 
23919,       4336;20160627;   10;   8.7;   3.2;    3;   2.6;   6;    2.117;   0;   5.7;  14.5;  983.41;   15.0;   84.88;   18.9;    9.2; 
23920,       4336;20160628;   10;   8.1;   2.1;    3;   4.3;   6;    0.233;   0;   7.4;  17.2;  980.25;   16.7;   90.83;   19.9;   14.1; 
23921,       4336;20160629;   10;   9.8;   3.8;    3;   0.2;   6;    5.433;   0;   6.6;  15.9;  977.18;   17.7;   79.83;   22.3;   14.8; 
23922,       4336;20160630;   10;   8.7;   3.5;    3;   0.0;   6;    2.483;   0;   6.0;  16.2;  977.93;   18.0;   78.71;   22.1;   15.0; 
23923,       4336;20160701;   10;  12.0;   3.5;    3;   0.0;   6;    2.117;   0;   6.3;  17.2;  978.83;   18.9;   79.46;   23.7;   15.5; 
23924,       4336;20160702;   10;  12.3;   4.5;    3;   1.0;   6;    3.050;   0;   6.8;  13.5;  979.68;   15.6;   76.29;   19.0;   12.0; 
23925,       4336;20160703;   10;   7.0;   2.0;    3;   0.5;   6;    0.217;   0;   7.7;  13.0;  984.17;   14.3;   80.00;   17.8;   11.0; 
23926,       4336;20160704;   10;   6.7;   1.7;    3;   1.9;   6;    1.383;   0;   6.6;  16.0;  983.16;   16.5;   84.71;   21.1;   13.0; 
23927,       4336;20160705;   10;  11.7;   3.9;    3;   0.0;   0;    4.300;   0;   5.0;  15.6;  980.76;   17.8;   77.50;   22.4;   11.7; 
23928,       4336;20160706;   10;   7.2;   1.8;    3;   0.0;   0;    7.883;   0;   5.3;  12.6;  983.74;   15.9;   72.54;   21.7;    9.8; 
23929,       4336;20160707;   10;   4.6;   1.1;    3;   0.0;   0;   14.733;   0;   1.8;  12.4;  983.38;   18.2;   63.42;   24.9;   10.0; 
23930,       4336;20160708;   10;  10.1;   2.8;    3;   0.0;   0;   10.150;   0;   5.3;  15.4;  980.55;   20.4;   66.67;   27.3;   11.9; 
23931,       4336;20160709;   10;   7.7;   3.1;    3;   0.0;   0;   11.983;   0;   4.7;  16.3;  982.99;   20.4;   69.08;   25.2;   15.7; 
23932,       4336;20160710;   10;   8.9;   2.5;    3;   0.0;   0;   13.950;   0;   4.3;  17.6;  976.91;   23.4;   64.00;   30.3;   14.4; 
23933,       4336;20160711;   10;  11.5;   4.8;    3;   0.1;   6;    4.033;   0;   6.7;  16.6;  975.91;   20.3;   69.50;   23.9;   16.2; 
23934,       4336;20160712;   10;   9.4;   2.9;    3;   0.0;   6;    6.533;   0;   5.3;  14.2;  976.63;   18.3;   68.50;   22.8;   13.1; 
23935,       4336;20160713;   10;  11.8;   4.4;    3;   2.4;   6;    4.033;   0;   6.0;  13.1;  977.87;   14.7;   79.04;   20.0;   12.1; 
23936,       4336;20160714;   10;  10.3;   2.9;    3;   4.6;   8;    5.517;   0;   6.3;  12.6;  982.93;   13.3;   83.67;   17.5;    9.9; 
23937,       4336;20160715;   10;   7.2;   2.0;    3;   0.0;   0;    7.833;   0;   3.8;  11.9;  988.61;   13.7;   77.96;   19.7;    7.5; 
23938,       4336;20160716;   10;   6.5;   1.6;    3;   0.0;   0;    3.650;   0;   5.3;  14.2;  988.21;   16.5;   76.71;   22.4;    9.0; 
23939,       4336;20160717;   10;   6.7;   1.9;    3;   0.0;   0;    4.867;   0;   5.7;  18.0;  985.23;   20.8;   74.54;   26.3;   15.9; 
23940,       4336;20160718;   10;   5.3;   1.5;    3;   0.0;   0;   11.667;   0;   3.0;  17.6;  984.55;   21.8;   69.38;   28.1;   15.3; 
23941,       4336;20160719;   10;   7.7;   2.7;    3;   0.0;   0;   14.950;   0;   0.0;  15.7;  982.89;   23.5;   57.17;   29.9;   16.3; 
23942,       4336;20160720;   10;   8.2;   2.6;    3;   9.4;   6;   11.800;   0;   2.5;  17.3;  978.13;   25.2;   56.17;   32.9;   16.9; 
23943,       4336;20160721;   10;   9.4;   2.0;    3;   1.0;   6;    5.067;   0;   6.4;  20.9;  979.30;   21.2;   84.58;   27.0;   17.7; 
23944,       4336;20160722;   10;  13.5;   3.1;    3;   0.1;   6;    5.200;   0;   7.3;  19.6;  978.48;   21.2;   80.00;   27.3;   17.4; 
23945,       4336;20160723;   10;   4.1;   1.4;    3;  17.1;   6;    1.167;   0;   6.8;  20.0;  980.41;   19.4;   89.54;   23.3;   17.0; 
23946,       4336;20160724;   10;   6.2;   1.9;    3;   0.0;   6;    4.183;   0;   5.8;  20.5;  982.01;   20.3;   86.75;   25.5;   16.8; 
23947,       4336;20160725;   10;   7.2;   2.5;    3;   0.0;   0;   10.683;   0;   4.6;  18.8;  982.36;   21.0;   77.67;   27.1;   15.7; 
23948,       4336;20160726;   10;   8.2;   2.2;    3;   0.1;   6;   10.050;   0;   4.3;  19.1;  982.45;   20.7;   79.21;   26.9;   14.9; 
23949,       4336;20160727;   10;  10.6;   3.2;    3;   0.0;   0;   12.217;   0;   3.5;  16.0;  981.15;   19.1;   73.83;   24.9;   13.8; 
23950,       4336;20160728;   10;  11.5;   2.4;    3;   5.6;   6;    0.583;   0;   7.1;  17.8;  979.87;   18.1;   85.92;   23.3;   13.9; 
23951,       4336;20160729;   10;  13.5;   4.3;    3;   0.0;   6;    5.600;   0;   4.4;  18.0;  978.00;   19.1;   82.38;   23.9;   15.6; 
23952,       4336;20160730;   10;   8.1;   2.6;    3;   0.0;   0;    6.617;   0;   5.4;  17.9;  976.70;   20.0;   77.33;   25.2;   15.9; 
23953,       4336;20160731;   10;   9.4;   3.2;    3;   0.0;   0;    3.433;   0;   5.2;  15.5;  977.76;   18.1;   75.21;   22.9;   12.2; 
23954,       4336;20160801;   10;   7.9;   1.8;    3;   0.0;   6;   10.100;   0;   4.3;  13.4;  982.15;   16.9;   71.96;   23.2;    9.4; 
23955,       4336;20160802;   10;  12.3;   3.9;    3;   2.5;   6;    0.000;   0;   7.7;  16.4;  980.33;   16.4;   87.50;   17.9;   14.9; 
23956,       4336;20160803;   10;  12.0;   4.3;    3;   0.0;   0;    5.267;   0;   6.6;  18.3;  977.87;   20.0;   79.75;   25.5;   16.3; 
23957,       4336;20160804;   10;   6.2;   2.0;    3;   8.2;   6;    0.000;   0;   7.4;  17.6;  976.52;   16.8;   92.08;   19.5;   13.7; 
23958,       4336;20160805;   10;  10.1;   3.1;    3;   0.0;   6;    7.650;   0;   4.8;  14.9;  982.28;   16.3;   82.21;   21.4;   12.4; 
23959,       4336;20160806;   10;   8.9;   2.3;    3;   0.0;   0;    9.783;   0;   4.1;  14.8;  989.07;   17.0;   78.29;   22.9;   11.8; 
23960,       4336;20160807;   10;   8.1;   1.7;    3;   0.0;   0;   13.950;   0;   1.1;  14.9;  989.64;   18.6;   71.71;   25.6;   10.5; 
23961,       4336;20160808;   10;  13.7;   3.4;    3;   0.1;   6;    8.633;   0;   3.6;  15.9;  984.33;   17.9;   77.92;   23.0;   13.3; 
23962,       4336;20160809;   10;   8.6;   2.7;    3;   0.0;   0;    4.667;   0;   6.0;  12.8;  983.68;   15.7;   73.04;   21.4;   10.3; 
23963,       4336;20160810;   10;  10.8;   2.4;    3;   2.7;   6;    4.383;   0;   4.0;  11.3;  984.39;   11.5;   84.13;   17.3;    6.1; 
23964,       4336;20160811;   10;  10.3;   2.8;    3;   0.9;   6;    7.033;   0;   5.1;  10.8;  986.72;   11.7;   80.79;   18.3;    4.1; 
23965,       4336;20160812;   10;   7.5;   2.6;    3;   0.0;   6;    1.383;   0;   5.8;  16.0;  987.65;   16.8;   83.88;   22.9;   12.5; 
23966,       4336;20160813;   10;   8.2;   1.9;    3;   0.0;   0;   12.900;   0;   2.5;  16.9;  986.29;   19.6;   76.54;   27.1;   12.2; 
23967,       4336;20160814;   10;   7.2;   1.8;    3;   0.0;   0;   12.500;   0;   4.0;  15.3;  984.76;   20.3;   67.46;   27.4;   11.6; 
23968,       4336;20160815;   10;   9.6;   4.4;    3;   0.0;   0;   12.983;   0;   1.7;  15.8;  983.14;   20.8;   65.79;   27.6;   15.2; 
23969,       4336;20160816;   10;   8.7;   3.5;    3;   0.0;   0;   13.000;   0;   2.5;  14.5;  979.13;   20.2;   63.96;   27.4;   13.9; 
23970,       4336;20160817;   10;   7.9;   3.3;    3;   0.0;   0;    9.833;   0;   2.9;  13.3;  975.31;   19.2;   61.50;   25.8;   13.6; 
23971,       4336;20160818;   10;   7.7;   2.5;    3;   0.0;   6;    0.850;   0;   6.0;  15.2;  973.27;   17.7;   74.38;   22.2;   14.4; 
23972,       4336;20160819;   10;   6.5;   2.4;    3;   0.0;   6;    0.183;   0;   7.0;  17.6;  974.54;   18.4;   84.00;   23.3;   14.2; 
23973,       4336;20160820;   10;   8.2;   3.5;    3;   2.6;   6;    1.850;   0;   6.4;  16.4;  977.80;   16.2;   89.33;   18.6;   13.9; 
23974,       4336;20160821;   10;  12.2;   4.5;    3;   1.0;   6;    3.050;   0;   5.5;  14.6;  983.80;   14.8;   86.79;   17.6;   11.5; 
23975,       4336;20160822;   10;   8.1;   2.2;    3;   0.3;   6;    5.150;   0;   3.8;  14.7;  990.05;   15.5;   84.67;   22.2;    9.5; 
23976,       4336;20160823;   10;   8.7;   2.7;    3;   0.0;   0;   13.417;   0;   0.3;  16.0;  988.85;   20.3;   70.13;   27.9;   12.1; 
23977,       4336;20160824;   10;   8.2;   3.7;    3;   0.0;   0;   13.500;   0;   0.0;  16.1;  984.35;   22.6;   62.04;   30.7;   14.2; 
23978,       4336;20160825;   10;   7.5;   2.8;    3;   0.0;   0;   13.383;   0;   0.0;  16.7;  980.30;   23.5;   60.38;   31.9;   16.7; 
23979,       4336;20160826;   10;   5.1;   1.5;    3;   0.0;   0;   12.950;   0;   0.7;  19.3;  980.07;   25.0;   64.50;   34.0;   16.6; 
23980,       4336;20160827;   10;   5.7;   1.9;    3;   0.0;   0;   11.900;   0;   1.5;  18.8;  980.08;   26.3;   59.08;   34.4;   18.7; 
23981,       4336;20160828;   10;  12.3;   4.3;    3;   0.0;   6;    8.867;   0;   2.8;  18.3;  979.09;   23.9;   63.08;   31.6;   18.5; 
23982,       4336;20160829;   10;   8.1;   2.9;    3;   0.0;   0;    7.867;   0;   3.5;  15.7;  982.73;   18.8;   74.17;   24.4;   13.8; 
23983,       4336;20160830;   10;   8.7;   3.8;    3;   0.0;   0;   11.767;   0;   2.2;  14.4;  985.88;   18.5;   70.17;   24.8;   13.3; 
23984,       4336;20160831;   10;   6.9;   2.8;    3;   0.0;   0;    9.283;   0;   2.5;  14.4;  983.36;   19.9;   63.38;   27.4;   13.2; 
23985,       4336;20160901;   10;   9.1;   2.6;    3;   0.0;   0;   11.900;   0;   2.7;  14.6;  985.16;   19.4;   68.50;   26.4;   12.2; 
23986,       4336;20160902;   10;   6.2;   1.2;    3;   0.0;   0;   10.067;   0;   4.5;  14.5;  983.86;   18.1;   72.38;   25.2;   10.8; 
23987,       4336;20160903;   10;   9.8;   2.5;    3;   0.0;   0;    7.483;   0;   5.7;  14.3;  981.15;   20.2;   62.88;   28.1;   13.5; 
23988,       4336;20160904;   10;  12.9;   3.4;    3;   2.9;   6;    0.000;   0;   6.8;  16.0;  978.51;   16.9;   82.83;   20.4;   13.7; 
23989,       4336;20160905;   10;   7.7;   3.2;    3;   0.0;   0;    2.800;   0;   6.2;  14.7;  983.71;   16.6;   78.83;   21.8;   12.3; 
23990,       4336;20160906;   10;   8.1;   2.4;    3;   0.0;   0;   11.883;   0;   1.0;  13.8;  987.86;   17.5;   72.67;   24.8;    9.7; 
23991,       4336;20160907;   10;  11.3;   4.3;    3;   0.0;   0;   12.450;   0;   0.5;  14.1;  981.64;   18.4;   68.25;   25.2;   12.7; 
23992,       4336;20160908;   10;  10.5;   3.4;    3;   0.0;   0;   12.133;   0;   0.7;  15.0;  976.68;   20.3;   66.42;   28.9;   13.0; 
23993,       4336;20160909;   10;   6.2;   1.6;    3;   0.0;   0;    7.583;   0;   2.3;  16.0;  980.51;   18.5;   76.88;   25.6;   13.3; 
23994,       4336;20160910;   10;   8.6;   1.5;    3;   0.0;   0;   11.433;   0;   1.1;  16.6;  979.37;   20.1;   73.54;   28.3;   13.4; 
23995,       4336;20160911;   10;   4.8;   1.4;    3;   0.0;   0;    7.350;   0;   4.0;  14.8;  980.90;   19.3;   69.13;   26.2;   12.1; 
23996,       4336;20160912;   10;   5.1;   1.7;    3;   0.0;   0;   11.650;   0;   1.3;  15.6;  979.66;   22.3;   61.42;   30.9;   14.0; 
23997,       4336;20160913;   10;   6.2;   2.4;    3;   0.0;   0;   11.633;   0;   0.3;  16.4;  977.22;   23.4;   60.63;   31.1;   15.6; 
23998,       4336;20160914;   10;   7.7;   2.9;    3;   0.0;   0;   11.533;   0;   0.2;  15.2;  975.26;   23.0;   56.75;   30.6;   15.6; 
23999,       4336;20160915;   10;  10.3;   3.7;    3;   0.9;   6;    4.133;   0;   5.0;  16.1;  974.70;   18.1;   77.88;   21.9;   13.8; 
24000,       4336;20160916;   10;   8.7;   2.1;    3;   1.4;   6;    1.133;   0;   5.7;  14.8;  977.70;   14.1;   92.00;   18.4;   11.2; 
24001,       4336;20160917;   10;   7.0;   1.9;    3;   7.1;   6;    4.333;   0;   5.3;  13.9;  977.85;   15.0;   83.46;   21.6;    9.2; 
24002,       4336;20160918;   10;   7.5;   2.8;    3;   0.2;   6;    0.000;   0;   7.5;  16.1;  976.85;   15.3;   92.75;   17.0;   11.9; 
24003,       4336;20160919;   10;   5.3;   1.9;    3;   0.0;   0;    0.283;   0;   7.0;  12.6;  980.66;   14.0;   80.13;   17.6;    9.9; 
24004,       4336;20160920;   10;   6.2;   2.2;    3;   0.0;   6;    0.000;   0;   7.0;  13.3;  980.72;   13.1;   88.42;   15.8;    9.1; 
24005,       4336;20160921;   10;   8.9;   3.3;    3;   0.0;   0;    9.750;   0;   3.0;  10.9;  981.50;   13.1;   74.58;   18.4;    8.1; 
24006,       4336;20160922;   10;   6.2;   1.8;    3;   0.0;   0;    9.550;   0;   4.0;  10.5;  983.83;   12.9;   73.08;   19.5;    7.0; 
24007,       4336;20160923;   10;   5.7;   1.0;    3;   0.0;   0;    7.433;   0;   3.0;  11.7;  987.30;   13.7;   77.38;   21.9;    7.2; 
24008,       4336;20160924;   10;   8.4;   2.4;    3;   0.0;   0;   11.017;   0;   0.8;  11.0;  986.35;   14.8;   70.04;   22.7;    7.5; 
24009,       4336;20160925;   10;  10.1;   3.4;    3;   1.3;   6;   10.700;   0;   1.6;  13.0;  982.28;   16.5;   71.42;   24.9;    8.8; 
24010,       4336;20160926;   10;   4.6;   1.6;    3;   0.0;   0;    1.867;   0;   6.8;  14.2;  985.14;   15.0;   83.88;   18.5;   12.1; 
24011,       4336;20160927;   10;   5.5;   1.4;    3;   0.0;   0;    8.383;   0;   3.5;  13.5;  988.17;   15.8;   76.96;   22.5;   11.2; 
24012,       4336;20160928;   10;  10.5;   2.8;    3;   0.0;   0;    5.900;   0;   5.0;  13.1;  990.37;   15.3;   77.21;   21.5;    9.0; 
24013,       4336;20160929;   10;  13.2;   4.5;    3;   0.0;   0;   10.900;   0;   2.3;  13.2;  983.29;   17.7;   67.58;   24.5;   10.7; 
24014,       4336;20160930;   10;   8.6;   2.4;    3;   9.3;   6;    0.050;   0;   7.0;  14.1;  978.07;   14.5;   85.38;   17.2;   12.6; 
24015,       4336;20161001;   10;  11.7;   4.7;    3;  13.6;   6;    0.783;   0;   6.2;  15.4;  973.58;   13.8;   96.96;   16.5;   11.6; 
24016,       4336;20161002;   10;  12.7;   5.4;    3;   0.7;   6;    4.700;   0;   5.9;  12.1;  978.06;   11.6;   88.29;   15.0;    9.3; 
24017,       4336;20161003;   10;   8.7;   3.3;    3;   0.7;   6;    1.350;   0;   6.3;  11.8;  987.70;   10.7;   92.17;   14.1;    7.4; 
24018,       4336;20161004;   10;  10.6;   4.2;    3;   0.0;   6;    0.517;   0;   4.6;  11.3;  991.65;   10.3;   90.17;   14.5;    7.1; 
24019,       4336;20161005;   10;  13.0;   6.1;    3;   0.0;   0;    9.633;   0;   0.6;   8.0;  989.65;    8.5;   72.96;   12.8;    4.6; 
24020,       4336;20161006;   10;  10.5;   4.7;    3;   0.0;   6;    0.350;   0;   5.5;   8.8;  982.87;    7.3;   85.00;    9.8;    3.6; 
24021,       4336;20161007;   10;   7.7;   3.4;    3;   0.0;   0;    0.450;   0;   6.5;  10.8;  980.70;   10.0;   88.29;   12.8;    7.7; 
24022,       4336;20161008;   10;   8.9;   2.5;    3;   1.6;   6;    0.617;   0;   6.5;  10.0;  983.63;    8.4;   91.00;   12.4;    4.1; 
24023,       4336;20161009;   10;   6.3;   2.0;    3;   0.0;   6;    1.933;   0;   6.2;   8.8;  985.87;    6.8;   89.58;   11.6;    3.5; 
24024,       4336;20161010;   10;   6.0;   1.4;    3;   0.0;   6;    0.617;   0;   6.4;   8.5;  984.72;    6.5;   88.29;   10.7;    2.4; 
24025,       4336;20161011;   10;   8.6;   3.3;    3;   0.0;   6;    7.350;   0;   5.9;   8.3;  981.27;    7.9;   78.29;   12.4;    5.1; 
24026,       4336;20161012;   10;   8.6;   3.2;    3;   0.0;   0;    4.433;   0;   4.2;   8.5;  979.45;    7.3;   84.29;   12.4;    3.3; 
24027,       4336;20161013;   10;  14.2;   6.3;    3;   0.0;   0;    6.883;   0;   4.7;   8.1;  974.59;    7.1;   81.17;   11.2;    3.8; 
24028,       4336;20161014;   10;   9.1;   4.0;    3;   0.3;   6;    0.267;   0;   6.8;   9.4;  968.88;    8.3;   86.08;   12.1;    5.3; 
24029,       4336;20161015;   10;  10.8;   3.3;    3;   0.3;   6;    1.183;   0;   5.3;  11.7;  975.93;   10.3;   93.58;   13.8;    5.9; 
24030,       4336;20161016;   10;   5.7;   2.1;    3;   0.0;   0;    9.217;   0;   3.3;  10.8;  982.86;   10.4;   86.50;   18.4;    4.2; 
24031,       4336;20161017;   10;   5.3;   1.5;    3;   4.5;   6;    0.017;   0;   7.6;  13.4;  984.62;   12.0;   95.17;   14.6;    8.5; 
24032,       4336;20161018;   10;   9.8;   3.1;    3;   3.6;   6;    2.217;   0;   7.2;  12.5;  984.55;   11.3;   93.42;   14.7;    9.1; 
24033,       4336;20161019;   10;  13.5;   5.8;    3;   3.9;   6;    0.700;   0;   7.2;  10.1;  980.14;    8.4;   91.46;   11.2;    6.9; 
24034,       4336;20161020;   10;  11.1;   4.3;    3;   9.0;   6;    0.000;   0;   7.6;  10.4;  976.27;    7.8;   97.63;   10.1;    4.2; 
24035,       4336;20161021;   10;   6.2;   1.9;    3;   0.0;   0;    0.033;   0;   5.5;   8.5;  977.48;    5.4;   94.96;    9.2;    1.8; 
24036,       4336;20161022;   10;   4.6;   1.9;    3;   0.4;   6;    0.000;   0;   6.8;   9.2;  976.54;    6.2;   97.08;    9.3;    2.6; 
24037,       4336;20161023;   10;   8.1;   3.4;    3;   8.4;   6;    4.433;   0;   5.8;   9.4;  973.74;    6.8;   94.92;   11.3;    2.4; 
24038,       4336;20161024;   10;   5.1;   2.1;    3;   9.3;   6;    0.000;   0;   8.0;  12.6;  974.88;   10.3;  100.00;   12.3;    7.8; 
24039,       4336;20161025;   10;   6.7;   2.1;    3;   0.0;   0;    0.000;   0;   7.3;  12.2;  984.42;   10.6;   95.13;   12.0;    7.9; 
24040,       4336;20161026;   10;   5.1;   1.5;    3;   0.0;   0;    5.633;   0;   4.7;  10.1;  990.20;    8.4;   92.21;   13.6;    3.9; 
24041,       4336;20161027;   10;   3.1;   0.9;    3;   0.3;   6;    0.000;   0;   7.8;   9.0;  995.47;    5.4;  100.00;    8.3;    2.8; 
24042,       4336;20161028;   10;   3.6;   1.3;    3;   0.0;   0;    0.000;   0;   7.9;   9.8;  996.54;    6.6;   99.96;    9.2;    3.8; 
24043,       4336;20161029;   10;   5.7;   1.5;    3;   0.0;   0;    2.967;   0;   4.8;  11.1;  995.26;   10.1;   90.88;   14.8;    5.3; 
24044,       4336;20161030;   10;   8.2;   3.4;    3;   0.0;   0;    8.900;   0;   2.2;   9.3;  991.63;    8.3;   85.71;   14.4;    4.3; 
24045,       4336;20161031;   10;   7.9;   4.0;    3;   0.0;   0;    8.767;   0;   1.6;   9.5;  989.13;    8.2;   88.04;   14.0;    4.8; 
24046,       4336;20161101;   10;   7.2;   2.5;    3;   0.0;   6;    7.117;   0;   5.6;   9.6;  983.24;    7.4;   92.79;   13.4;    3.6; 
24047,       4336;20161102;   10;   9.1;   2.9;    3;   0.0;   0;    4.983;   0;   5.5;   8.3;  981.92;    7.0;   83.13;   11.6;    0.8; 
24048,       4336;20161103;   10;   3.4;   1.2;    3;   0.0;   0;    3.217;   0;   5.5;   7.0;  983.81;    3.4;   90.83;    9.1;   -0.2; 
24049,       4336;20161104;   10;   7.4;   1.6;    3;   0.2;   6;    0.000;   0;   6.7;   7.3;  976.10;    4.4;   87.92;    8.8;   -0.8; 
24050,       4336;20161105;   10;  10.3;   3.1;    3;   9.1;   6;    0.000;   0;   7.7;   9.5;  965.37;    6.4;   98.08;    7.6;    3.3; 
24051,       4336;20161106;   10;   9.3;   3.4;    3;   0.0;   6;    0.983;   0;   5.1;   7.3;  965.24;    3.5;   92.67;    6.9;   -0.6; 
24052,       4336;20161107;   10;   8.2;   2.6;    3;   1.2;   8;    0.267;   0;   7.0;   6.6;  969.62;    1.7;   95.92;    4.7;   -0.6; 
24053,       4336;20161108;   10;   8.7;   2.1;    3;   0.3;   8;    0.133;   0;   6.6;   6.4;  971.93;    1.5;   93.21;    4.2;   -0.9; 
24054,       4336;20161109;   10;  19.2;   5.4;    3;   6.4;   8;    0.000;   0;   7.7;   7.1;  966.16;    3.1;   93.29;    5.9;    1.2; 
24055,       4336;20161110;   10;  15.9;   5.3;    3;   9.1;   6;    0.167;   0;   7.2;   8.7;  969.59;    5.6;   94.96;    7.5;    4.2; 
24056,       4336;20161111;   10;   8.2;   3.1;    3;   1.5;   6;    0.050;   0;   7.5;   8.2;  977.17;    4.4;   98.04;    5.7;    2.4; 
24057,       4336;20161112;   10;   6.3;   2.7;    3;   0.0;   0;    1.383;   0;   6.6;   6.5;  984.88;    2.1;   91.67;    5.1;    0.2; 
24058,       4336;20161113;   10;   7.0;   3.4;    3;   0.1;   8;    0.117;   0;   7.5;   6.6;  986.06;    2.4;   91.17;    5.4;   -0.2; 
24059,       4336;20161114;   10;   7.7;   2.6;    3;   0.0;   8;    7.650;   0;   3.5;   5.1;  992.85;   -0.5;   87.67;    3.0;   -3.2; 
24060,       4336;20161115;   10;   8.2;   3.7;    3;   4.5;   6;    0.000;   0;   8.0;   7.0;  990.95;    1.8;   98.88;    4.5;   -1.0; 
24061,       4336;20161116;   10;  10.3;   4.7;    3;   5.3;   6;    0.000;   0;   8.0;  10.1;  983.02;    7.0;  100.00;    8.9;    4.5; 
24062,       4336;20161117;   10;  17.8;   7.4;    3;   7.3;   6;    0.017;   0;   7.4;  11.5;  973.00;    9.6;   96.50;   10.8;    8.5; 
24063,       4336;20161118;   10;  20.9;   7.0;    3;   5.0;   6;    0.267;   0;   6.3;   9.9;  966.47;    8.0;   91.17;   11.4;    3.9; 
24064,       4336;20161119;   10;  13.4;   3.8;    3;   1.3;   8;    1.417;   0;   5.4;   7.9;  971.33;    5.1;   90.08;    8.5;    2.3; 
24065,       4336;20161120;   10;  17.5;   5.9;    3;   0.4;   6;    0.000;   0;   6.5;   8.4;  965.56;    9.9;   68.04;   14.1;    3.7; 
24066,       4336;20161121;   10;  12.9;   3.0;    3;  10.7;   6;    0.000;   0;   7.8;  10.0;  965.73;    9.5;   85.00;   14.2;    7.7; 
24067,       4336;20161122;   10;   8.2;   3.2;    3;   3.1;   6;    0.100;   0;   7.5;  11.0;  973.69;    9.2;   94.67;   11.7;    8.1; 
24068,       4336;20161123;   10;  10.6;   4.0;    3;   0.0;   6;    2.350;   0;   6.8;  10.5;  977.82;    9.1;   90.83;   12.2;    6.9; 
24069,       4336;20161124;   10;  14.4;   6.9;    3;   0.0;   0;    1.133;   0;   6.0;   9.6;  977.30;    9.2;   82.54;   11.3;    7.6; 
24070,       4336;20161125;   10;  15.1;   5.8;    3;   0.0;   0;    0.000;   0;   7.3;   8.9;  978.04;    7.6;   85.58;    8.5;    7.0; 
24071,       4336;20161126;   10;   5.1;   1.9;    3;   0.0;   6;    0.000;   0;   7.8;   8.9;  979.67;    6.3;   93.17;    7.1;    5.7; 
24072,       4336;20161127;   10;   9.1;   2.4;    3;   0.0;   0;    0.117;   0;   6.9;   7.6;  981.06;    5.3;   85.21;    6.9;    1.9; 
24073,       4336;20161128;   10;  13.2;   6.3;    3;   0.0;   0;    7.483;   0;   1.4;   5.1;  987.18;    0.6;   79.96;    3.4;   -2.5; 
24074,       4336;20161129;   10;  11.3;   5.2;    3;   0.0;   0;    7.717;   0;   0.0;   3.9;  992.74;   -1.8;   73.92;    3.1;   -4.4; 
24075,       4336;20161130;   10;   5.1;   2.1;    3;   0.0;   0;    7.533;   0;   2.3;   4.1;  994.40;   -2.3;   80.33;    2.9;   -7.1; 
24076,       4336;20161201;   10;   5.8;   2.2;    3;   0.0;   6;    2.383;   0;   5.6;   5.4;  990.26;   -0.8;   92.29;    2.2;   -5.5; 
24077,       4336;20161202;   10;   7.0;   2.0;    3;   0.0;   6;    1.267;   0;   6.9;   7.2;  984.86;    2.8;   96.13;    5.6;    1.1; 
24078,       4336;20161203;   10;   9.8;   5.0;    3;   0.0;   0;    7.500;   0;   0.0;   5.2;  984.47;    0.1;   85.42;    4.0;   -2.7; 
24079,       4336;20161204;   10;   9.4;   4.7;    3;   0.0;   0;    7.500;   0;   0.4;   4.6;  986.63;   -1.7;   84.96;    2.6;   -4.1; 
24080,       4336;20161205;   10;   7.2;   2.7;    3;   0.0;   7;    0.000;   0;   7.0;   5.1;  988.59;   -2.5;   99.42;   -1.3;   -4.2; 
24081,       4336;20161206;   10;   4.3;   1.7;    3;   0.0;   6;    0.000;   0;   8.0;   5.0;  992.34;   -2.8;  100.00;   -1.5;   -3.7; 
24082,       4336;20161207;   10;   3.6;   1.3;    3;   0.0;   7;    0.000;   0;   8.0;   5.1;  995.20;   -2.6;  100.00;   -1.2;   -3.8; 
24083,       4336;20161208;   10;   5.1;   1.4;    3;   0.0;   0;    5.483;   0;   4.0;   5.8;  994.16;   -0.3;   95.75;    4.8;   -4.9; 
24084,       4336;20161209;   10;   4.1;   1.3;    3;   0.0;   0;    1.567;   0;   4.0;   6.3;  992.96;    2.2;   87.67;    6.9;   -0.7; 
